%time,field.header.seq,field.header.stamp,field.header.frame_id,field.child_frame_id,field.transform.translation.x,field.transform.translation.y,field.transform.translation.z,field.transform.rotation.x,field.transform.rotation.y,field.transform.rotation.z,field.transform.rotation.w
43984999999,1083,43984999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
43990000000,1084,43990000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
43991030000,1087,43991030000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
43994999999,1085,43994999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44000000000,1086,44000000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44005000000,1088,44005000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44009999999,1089,44009999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44015000000,1090,44015000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44020000000,1091,44020000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44024999999,1092,44024999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44030000000,1093,44030000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44034999999,1094,44034999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44039999999,1095,44039999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44045000000,1096,44045000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44049999999,1097,44049999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44054999999,1098,44054999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44060000000,1099,44060000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44064999999,1100,44064999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44070000000,1101,44070000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44075000000,1102,44075000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44079999999,1103,44079999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44085000000,1104,44085000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44090000000,1105,44090000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44094999999,1106,44094999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44098190000,1112,44098190000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44100000000,1107,44100000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44104999999,1108,44104999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44109999999,1109,44109999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44115000000,1110,44115000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44119999999,1111,44119999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44125000000,1113,44125000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44130000000,1114,44130000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44134999999,1115,44134999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44140000000,1116,44140000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44145000000,1117,44145000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44149999999,1118,44149999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44155000000,1119,44155000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44159999999,1120,44159999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44164999999,1121,44164999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44170000000,1122,44170000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44174999999,1123,44174999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44179999999,1124,44179999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44185000000,1125,44185000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44189999999,1126,44189999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44195000000,1127,44195000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44200000000,1128,44200000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44204999999,1129,44204999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44210000000,1130,44210000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44213110000,1134,44213110000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44215000000,1131,44215000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44219999999,1132,44219999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44225000000,1133,44225000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44229999999,1135,44229999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44234999999,1136,44234999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44240000000,1137,44240000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44244999999,1138,44244999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44250000000,1139,44250000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44255000000,1140,44255000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44259999999,1141,44259999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44265000000,1142,44265000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44270000000,1143,44270000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44274999999,1144,44274999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44280000000,1145,44280000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44284999999,1146,44284999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44289999999,1147,44289999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44295000000,1148,44295000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44299999999,1149,44299999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44304999999,1150,44304999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44310000000,1151,44310000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44314999999,1152,44314999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44320000000,1153,44320000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44325000000,1154,44325000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44325499999,1157,44325499999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44329999999,1155,44329999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44335000000,1156,44335000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44340000000,1158,44340000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44344999999,1159,44344999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44350000000,1160,44350000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44354999999,1161,44354999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44359999999,1162,44359999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44365000000,1163,44365000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44369999999,1164,44369999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44375000000,1165,44375000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44380000000,1166,44380000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44384999999,1167,44384999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44390000000,1168,44390000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44395000000,1169,44395000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44399999999,1170,44399999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44405000000,1171,44405000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44409999999,1172,44409999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44414999999,1173,44414999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44420000000,1174,44420000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44424999999,1175,44424999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44429999999,1176,44429999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44435000000,1177,44435000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44439999999,1178,44439999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44441189999,1183,44441189999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44445000000,1179,44445000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44450000000,1180,44450000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44454999999,1181,44454999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44460000000,1182,44460000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44465000000,1184,44465000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44469999999,1185,44469999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44475000000,1186,44475000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44479999999,1187,44479999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44484999999,1188,44484999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44490000000,1189,44490000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44494999999,1190,44494999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44500000000,1191,44500000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44505000000,1192,44505000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44509999999,1193,44509999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44515000000,1194,44515000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44520000000,1195,44520000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44524999999,1196,44524999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44530000000,1197,44530000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44534999999,1198,44534999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44539999999,1199,44539999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44545000000,1200,44545000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44549999999,1201,44549999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44554999999,1202,44554999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44560000000,1203,44560000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44564849999,1205,44564849999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44564999999,1204,44564999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44570000000,1206,44570000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44575000000,1207,44575000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44579999999,1208,44579999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44585000000,1209,44585000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44590000000,1210,44590000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44594999999,1211,44594999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44600000000,1212,44600000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44604999999,1213,44604999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44609999999,1214,44609999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44615000000,1215,44615000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44619999999,1216,44619999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44625000000,1217,44625000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44630000000,1218,44630000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44634999999,1219,44634999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44640000000,1220,44640000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44645000000,1221,44645000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44649999999,1222,44649999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44655000000,1223,44655000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44659999999,1224,44659999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44664999999,1225,44664999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44670000000,1226,44670000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44674999999,1227,44674999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44679999999,1228,44679999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44685000000,1229,44685000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44689430000,1233,44689430000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44689999999,1230,44689999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44695000000,1231,44695000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44700000000,1232,44700000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44704999999,1234,44704999999,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
44710000000,1235,44710000000,base_link_gt,world,18.36918,24.77169,2.500005,-0.656186495197,-0.263475394527,0.263475394527,0.656186495197
